N,bias_alpha,bias_nu,bias_tau,sq_error_alpha,sq_error_nu,sq_error_tau
10,-0.20416407937703496,0.061117249385921224,0.26301042894930016,0.041682971307872234,0.003735318172500888,0.06917448573609486
10,0.11927985287136811,-0.060565314024335404,-0.009940661109301807,0.014227683301015223,0.003668157262866359,9.881674328998544e-05
10,-0.11577245668768232,0.21222014355649033,0.07912834136055336,0.01340326172750128,0.045037389331137365,0.006261294406472259
10,0.06221876645695257,-0.27589388059892794,0.19450691673160986,0.003871174899424806,0.0761174333519355,0.037832940656437414
10,0.14474166421948897,0.506353442078087,0.07495082310228268,0.020950149361027296,0.25639380830432656,0.005617625883709672
10,-0.1649057421454625,-0.3935208771264028,0.0909755293009814,0.027193903792545767,0.15485868073433343,0.008276546931593727
10,0.10212814606065479,-0.14945419200182108,-0.06882973206859655,0.010430158217786438,0.0223365555069172,0.004737532016634788
10,0.09448443484313274,0.15832920346831647,-0.05404717035038942,0.008927308427626195,0.025068136670911557,0.002921096622884013
10,0.31639224122357,0.4767610124026165,-0.3449295982381183,0.10010405030647372,0.22730106294716781,0.11897642774070971
10,0.29139119788152157,0.6491773231503558,0.060099755346180284,0.08490883020282806,0.4214311968926615,0.0036119805926707257
10,0.033498013727300546,-0.05676196406447431,0.024483199303310124,0.0011221169236744159,0.0032219205644566733,0.0005994270481256053
10,0.0766034447827052,-1.0674662746939139,-0.022216895052136643,0.005868087752576964,1.1394842476089024,0.0004935904257576537
10,0.31035997194884724,-0.28932331470612316,-0.24584873667100635,0.09632331218808925,0.08370798043253838,0.06044160132272982
10,0.0386857108350489,2.324949250677584,-0.015768272067382766,0.00149658422281302,5.40538901822626,0.00024863840399100355
10,-0.15313073961232737,0.015219143379660682,0.05149810876720007,0.023449023414218405,0.00023162232521066958,0.0026520552065983686
10,0.15660027654231556,-0.3224483326186851,-0.1829090186303306,0.02452364661312971,0.10397292720857018,0.033455709096310626
10,0.2575344679514511,-0.0942254262433817,-0.23723941975681478,0.06632400218303698,0.008878430950746965,0.05628254228655016
10,0.5793453659452508,0.16878756834238873,0.1444645047172367,0.3356410530422365,0.028489243226936547,0.02086999312319651
10,0.26964918242994806,1.2127798667971663,0.08900882239598515,0.07271068158513941,1.4708350053085524,0.007922570464320027
10,0.07939959297898658,0.21189556509539265,-0.04283968078310807,0.006304295365228735,0.04489973050709578,0.0018352382495985988
10,0.06966205980985785,0.2873110852414189,-0.05041435781766537,0.0048528025769522115,0.08254765970260187,0.0025416074741675975
10,-0.05515897630672972,-0.14285316708904783,0.14892763859206243,0.003042512667206371,0.020407027347371418,0.02217944153660796
10,0.12297799607236537,0.12410238032674159,-0.004430192974936631,0.015123587517974713,0.015401400802763218,1.9626609795177876e-05
10,0.08453061717373944,0.045829557305447244,0.09010154409019744,0.007145425239773294,0.002100348322813273,0.008118288247437794
10,-0.13905287865112803,-1.2307817293883387,0.09567662385536041,0.01933570306116534,1.51482366539615,0.009154016352360121
10,0.22196536547928525,0.9343300145001434,-0.00481210115237693,0.049268623472352675,0.8729725759958382,2.3156317500707376e-05
10,0.03797239218228887,0.4065940445146301,-0.006390376892717098,0.001441902568045553,0.165318717034765,4.083691683097263e-05
10,0.14934031062119324,-0.24530956284007144,-0.21943417256253733,0.022302528376434483,0.060176781620786955,0.048151356088205415
10,-0.06493443493421269,1.2427196686318,0.13509093207522804,0.004216480840225502,1.544352174804331,0.018249559928953878
10,-0.2398389036198596,0.3563540395639737,0.10370834110125221,0.0575226996895763,0.12698820151356213,0.010755420013973678
10,0.03264990737095408,0.9024620932547975,0.012613153154770962,0.0010660164513318815,0.8144378297618309,0.00015909163250570866
10,-0.04027277616355385,-0.4244060824586564,0.062235188391065566,0.001621896499919711,0.18012052282790386,0.0038732186740714223
10,-0.011657264406666812,0.0792113563328063,-0.04841526191475329,0.00013589181344694093,0.006274438972082812,0.00234403758627416
10,0.038370145969004454,0.2391980531416173,0.04593860670696265,0.0014722681016827088,0.05721570862673997,0.0021103555861769936
10,0.2436262301072991,-0.19750232086820474,-0.11849785234808685,0.059353739996294654,0.0390071667483273,0.014041741011108992
10,0.4352377019496232,0.10351720814856669,-0.3472249904817739,0.18943185719838904,0.01071581238287368,0.12056519401506799
10,-0.020976316356976943,0.36410065784044354,0.32811557937499136,0.00044000584790797846,0.13256928903984375,0.10765983342858626
10,0.0031044287059505127,-0.6602063303553538,0.013718279041385006,9.637477590329574e-06,0.4358723986412826,0.00018819117985730314
10,-0.32781181427667594,-0.7020628052272304,0.0688681172039197,0.10746058557936589,0.49289218248352806,0.00474281756721282
10,-0.06746924645689578,-0.27565120016902345,-0.03221206812378674,0.004552099217461344,0.07598358415462303,0.0010376173328114778
10,0.16504065823851444,0.5542195173906488,-0.15217833082721827,0.027238418871802124,0.30715927345672367,0.02315824437335829
10,-0.12989508470360467,-0.2549394670926628,0.014814240152295322,0.01687273303015663,0.06499413188149089,0.00021946171128987892
10,-0.09544815353668601,-0.09687643708190219,-0.012251034052204068,0.009110350013562786,0.009385044061683754,0.00015008783534826363
10,-0.24436297978488541,0.24725547947239734,0.03233532480458934,0.05971326588934832,0.061135272129125104,0.0010455732302182906
10,-0.0964283777688586,-0.7056267676357475,0.0005148143451350617,0.009298432039133704,0.4979091352040732,2.650338099568425e-07
10,-0.03436259578524914,-0.6056365337571836,-0.03587243789089206,0.001180787989100422,0.3667956110214162,0.0012868318002359086
10,-0.062362252675226326,-0.38466792000685346,-0.13197521209859325,0.003889050558728773,0.14796940868239902,0.017417456608468676
10,0.03278453743626464,-0.02703207126589624,0.0296957890184239,0.0010748258949098376,0.0007307328769244932,0.0008818398854267456
10,-0.12766573879208143,-0.022779272932107686,0.18745875868804046,0.016298540861327964,0.0005188952753154539,0.035140786208860984
10,0.07282934034892374,-0.7622032463592168,-0.0003037877711338788,0.005304112815659372,0.5809537887605289,9.228700989048991e-08
10,0.10219642277321861,-0.26972960165135107,-0.19645860291598563,0.010444108827642434,0.07275405800699652,0.03859598265970092
10,0.16601544316677364,-1.5689951065610637,-0.07049629522082479,0.027561127369860248,2.4617456444125634,0.004969727639861684
10,0.28430498760348377,0.1969701047854897,-0.1570435523837237,0.08082932597621706,0.038797222179206795,0.024662677345299366
10,-0.09104421356309822,-0.41971630460617293,0.06667991708815257,0.008289048823323038,0.17616177635226174,0.004446211342882902
10,0.3081519378319655,0.4224505362909359,-0.027579976615542068,0.09495761678959552,0.17846445561249932,0.0007606551101138472
10,-0.24843566933601635,0.4423325349786077,0.46819436178181884,0.06172028179843445,0.1956580715006012,0.21920596040428467
10,-0.4060091137457069,-0.34064299302590817,0.7847362622932692,0.16484340044457438,0.11603764869764892,0.6158110013580106
10,-0.3549334551814127,0.3266793276369351,0.6851042993621818,0.1259777576070159,0.10671938310531998,0.46936790100454595
10,-0.041456372784069107,0.007907916564364292,0.011921229824115864,0.0017186308444117058,6.253514438894715e-05,0.00014211572051938957
10,0.17791630438252093,-0.15769622275469342,-0.05542148149752851,0.031654211365133834,0.024868098671097884,0.0030715406113808953
10,0.1644285960827172,0.327277591306705,-0.1553220778480598,0.027036763209733364,0.10711062177151862,0.024124947867038747
10,0.10400225844133248,-0.04546066747809396,-0.058279090876740214,0.010816469760897713,0.00206667228755383,0.0033964524334193446
10,-0.16685203856612052,0.23666594372964656,0.05305388544247258,0.027839602773670168,0.05601076892144423,0.0028147147605430043
10,-0.10338696866885055,-1.1774753400850575,0.007680807773888132,0.010688865290533886,1.3864481765084218,5.899480805942036e-05
10,-0.022959619641164553,0.05691578672261921,0.018650406513456286,0.0005271441340669491,0.003239406778254677,0.00034783766311717265
10,-0.6612858561432211,-0.2484747925971289,0.28837590875045893,0.4372989835350729,0.061739722556186226,0.08316066474765302
10,0.19901739658669537,0.9593955917982412,-0.07668750307324473,0.03960792414414599,0.9204399015618975,0.00588097312760892
10,-0.04705830499430175,-0.18898522883273206,0.022898920008095236,0.002214484068936725,0.0357154167169601,0.0005243605375371443
10,0.03128628193705041,-0.47488070556634177,-0.021307672287437684,0.0009788314374446067,0.22551168451918657,0.00045401689830883987
10,0.050949427928306035,-0.8486956502377496,-0.016014685794252803,0.002595844206221651,0.7202843067324767,0.00025647016108864255
10,0.0983962609603426,0.07385620292626482,-0.14954159076241857,0.00968182417097584,0.005454738710685609,0.022362687367754673
10,-0.09939807899199682,0.5036671959518578,0.13006880670847365,0.00987997810729924,0.25368064427800713,0.01691789447856628
10,0.060605296614235415,-0.015703458343364396,-0.0512126606855946,0.0036730019776994548,0.00024659860394178086,0.0026227366144978468
10,-0.2917613135927948,-0.2856643958363627,0.06118460815258081,0.08512466410939314,0.08160414704855412,0.0037435562747848584
10,-0.05377648778594446,-0.3921918023762283,-0.0011362042075744316,0.0028919106385918336,0.15381440985111453,1.2909600013098422e-06
10,0.0411957652513435,0.5059646544349761,-0.034636591136629924,0.0016970910746438002,0.25600023153750473,0.0011996934455660705
10,0.0556737693700724,-0.0021381577135990426,-0.004727194095812237,0.003099568595872012,4.571718408223085e-06,2.2346364019482074e-05
10,-0.5041085724772214,-0.3680579659323566,0.3563814472872824,0.25412545284502197,0.13546666628626378,0.12700773597057805
10,0.009425275429810753,-0.22109985155632073,0.2403649031376368,8.883581692779428e-05,0.04888514435822706,0.05777528666036553
10,0.2621712818501506,-1.0450888602253292,-0.16941995988209668,0.0687337810269511,1.0922107257670777,0.02870312280645125
10,0.28156263047969254,0.5799463705892908,-0.214688285979173,0.07927751488264388,0.336337792759691,0.04609106013667517
10,0.29389283597788096,-0.27946944030241405,-0.05007836389926418,0.08637299903912164,0.07810316806294457,0.0025078425308271255
10,-0.0110233438827817,-0.43495918596662353,0.034578528535171515,0.00012151411035806072,0.1891894934567478,0.0011956746356576707
10,-0.08769992653214187,0.1455259115684473,0.043136264921019185,0.007691277113743082,0.021177790937827543,0.0018607373513363503
10,0.057012831837844,0.2148037632037978,0.10664079991382314,0.0032504629941702786,0.04614065668651324,0.011372260206260061
10,0.10401275028297952,0.004219578342309682,0.16402330528675801,0.010818652221429456,1.7804841386888924e-05,0.02690364467719302
10,0.05199039396619998,1.9429981248123518,-0.0034201105853726155,0.002703001064760683,3.7752417130243154,1.1697156416177814e-05
10,-0.07673723803460242,-1.6115495484246136,-0.02167287546643651,0.005888603701179232,2.597091947027576,0.00046971353098366553
10,0.22005504177163604,0.02754119810412692,-0.18072770041136502,0.04842422140911648,0.0007585175930107642,0.0326625016959801
10,0.032798996653073176,0.9260561400748438,0.01707189905759121,0.0010757741814483054,0.8575799745703188,0.0002914497374325837
10,0.11029582739976052,-0.4730109277838207,-0.02374288554154322,0.012165169541797763,0.22373933780291083,0.000563724613838822
10,0.035689312247007554,0.19711302078166737,-0.037225445625777676,0.0012737270086644033,0.03885354296167403,0.0013857338020377304
10,-0.11465465296639055,0.13884538689459514,0.017530657333015953,0.013145689446843448,0.01927804146190981,0.000307323946527626
10,0.2997057661887508,-0.07827257610161276,-0.018770134038202935,0.08982354628678615,0.006126596169582761,0.0003523179318121044
10,-0.18887424655267937,-0.7425989138045423,0.12302465226986761,0.03567348101084231,0.5514531467836861,0.015135065066121842
10,0.03423123812531381,0.6559939507056164,0.05056050944140872,0.0011717776635919378,0.4303280633623627,0.0025563651149747802
10,0.09483158942491765,-0.695578387774058,-0.08261263742507674,0.008993030352856153,0.4838292935383578,0.00682484786232719
10,0.3319034131139349,0.11051105852790855,-0.04388338553168941,0.11015987563667934,0.012212694056958828,0.0019257515257228876
10,-0.027626167874030716,0.4187661950917405,-0.0018289078438605832,0.0007632051514041268,0.17536512615161368,3.3449039013347678e-06
10,-0.1264533507138621,0.010957761029257052,-0.05458858832121771,0.01599044990676301,0.00012007252677430455,0.002979913974903387
10,-0.043262532261678754,-0.40150196042891984,-0.0030275260740366683,0.001871646697692795,0.1612038242282659,9.165914128971882e-06
10,-0.0011015014872688411,-0.09784695000800991,-0.026318004844476606,1.213305526455469e-06,0.009574025625869991,0.0006926373789938941
10,0.21036683176424564,0.5138052902442667,-0.06725479788523911,0.04425420390652643,0.26399587628299515,0.004523207838584363
10,0.1684189176215486,-0.6304625866134872,-0.16024305099612007,0.028364931812813972,0.39748307311936887,0.02567783539254514
10,0.0626512813569553,0.3932515399167187,-0.279140917200264,0.003925183055668375,0.1546467736468706,0.07791965165540465
10,0.006076175565552511,0.1252280196718929,0.013805440874028962,3.691990950341737e-05,0.015682056910943994,0.00019059019772630956
10,-0.32502581208710946,-0.2757213748888876,0.2481511038698156,0.10564177852288499,0.0760222765706185,0.06157897035180801
10,-0.05107679470414461,-0.03293606529454629,0.02751666224652466,0.002608838957249335,0.0010847843970866167,0.0007571667011893155
10,-0.06447858203154255,0.08403444978998142,-0.028191109345366838,0.004157487540798362,0.007061788751504909,0.0007947386461224295
10,0.013895360254804201,-0.3493878645619608,-0.043412560650778725,0.00019308103661079228,0.12207187990316706,0.0018846504222575413
10,0.03830041406780771,1.5350745992152626,-0.01898701008962911,0.0014669217177655227,2.356454025155899,0.00036050655214367753
10,0.1908406730305967,0.11896067838347668,-0.13061106746661144,0.03642016248277112,0.014151643001456975,0.017059250944767727
10,0.20439912852094522,0.5695925715442203,-0.15871175076597394,0.04177900374012188,0.3244356975583577,0.025189419831200627
10,0.136662815606584,0.877199358581013,-0.058064476359324435,0.018676725169519178,0.7694787146949406,0.003371483414882546
10,0.146469979332422,0.8737785724242412,-0.10960880655780375,0.02145345484564013,0.7634889936277449,0.012014090475026043
10,0.013180657494818337,0.5180902181021012,-0.0951874986967749,0.0001737297319957108,0.2684174740930828,0.009060659908148522
10,-0.5138251121340953,-0.2106080283680276,0.2745935474062944,0.26401624585961564,0.04435574161306792,0.07540161627717284
10,-0.1147443731624096,0.5406925193040356,-0.1678820482098884,0.013166271172434303,0.2923484004313449,0.02818438211114729
10,0.1279923017666863,-0.021617145887164013,-0.018466089278208475,0.01638202931153449,0.000467300996306932,0.000340996453230766
10,-0.14067773259390393,-0.16411713490522706,0.25841146567198114,0.019790224447761937,0.026934433969500498,0.0667764855907415
10,-0.11468744551520338,0.12300850888653292,-0.025207288182165,0.013153210158802744,0.015131093258488248,0.0006354073774987153
10,-0.10024026538550124,0.11804007836322239,-0.04837796241112258,0.010048110804555718,0.013933460099995682,0.002340427247051989
10,0.24890204035662733,0.5436822363898914,-0.17432597311159426,0.06195222569369214,0.29559037416591377,0.030389544901304282
10,0.14442625015871224,0.919502267095734,-0.02459044788357656,0.02085894173490693,0.8454844191941946,0.000604690127114895
10,0.027132792974484343,-0.4578014957205805,-0.06817387073265262,0.0007361884545962269,0.20958220948400066,0.004647676650672429
10,0.20119048891977775,0.5942543898614042,-0.05653445449451344,0.04047761283177922,0.3531382798695498,0.0031961445449922112
10,0.02660028470260911,0.3507776604560864,-0.05760624558579394,0.0007075751462598603,0.12304496707504543,0.003318479530490804
10,-0.027766665055853013,0.5002686327794108,0.06587647858123236,0.0007709876883239288,0.250268704942981,0.004339710430263565
10,0.09956846806133379,-0.414467618047056,-0.41283008117586,0.009913879832080847,0.1717834064096003,0.17042867592366717
10,0.29202467543891375,0.12521138474186033,0.023404408416605293,0.08527841106520291,0.015677890868974174,0.0005477663333312647
10,-0.17684870464579538,0.17825858365284553,0.1881011577913701,0.03127546433489577,0.031776122645918524,0.03538204556245391
10,-0.015256705106841295,0.11638857309841066,0.04707694673267515,0.00023276705071711726,0.013546299947884083,0.0022162389136711337
10,-0.15635499567934064,0.9915279218209446,0.0882916629083349,0.02444688467388663,0.9831276197505613,0.007795417739119041
10,-0.48483735295307095,-0.03772280774270542,0.29352140054743797,0.2350672588185407,0.001423010223993116,0.08615481257932953
10,0.14101389594393177,-0.6652375502881349,-0.06255469982389505,0.019884918849286014,0.44254099831335886,0.003913090470057616
